DT,Y,D1,D2,D3,D4,D5,D6,D7
A1314,18.340,18.251,18.208,15.838,14.993,16.491,18.179,18.499
A1315,18.301,18.340,18.251,18.208,15.838,14.993,16.491,18.179
A1316,16.844,18.301,18.340,18.251,18.208,15.838,14.993,16.491
A1317,15.306,16.844,18.301,18.340,18.251,18.208,15.838,14.993
A1318,18.313,15.306,16.844,18.301,18.340,18.251,18.208,15.838
A1319,18.500,18.313,15.306,16.844,18.301,18.340,18.251,18.208
A1320,18.367,18.500,18.313,15.306,16.844,18.301,18.340,18.251
A1321,18.558,18.367,18.500,18.313,15.306,16.844,18.301,18.340
A1322,18.683,18.558,18.367,18.500,18.313,15.306,16.844,18.301
A1323,16.782,18.683,18.558,18.367,18.500,18.313,15.306,16.844
A1324,14.840,16.782,18.683,18.558,18.367,18.500,18.313,15.306
A1325,17.943,14.840,16.782,18.683,18.558,18.367,18.500,18.313
A1326,18.336,17.943,14.840,16.782,18.683,18.558,18.367,18.500
A1327,18.443,18.336,17.943,14.840,16.782,18.683,18.558,18.367
A1328,18.758,18.443,18.336,17.943,14.840,16.782,18.683,18.558
A1329,18.684,18.758,18.443,18.336,17.943,14.840,16.782,18.683
A1330,17.018,18.684,18.758,18.443,18.336,17.943,14.840,16.782
A1331,15.416,17.018,18.684,18.758,18.443,18.336,17.943,14.840
A1332,18.230,15.416,17.018,18.684,18.758,18.443,18.336,17.943
A1333,18.402,18.230,15.416,17.018,18.684,18.758,18.443,18.336
A1334,15.827,18.402,18.230,15.416,17.018,18.684,18.758,18.443
A1335,18.399,15.827,18.402,18.230,15.416,17.018,18.684,18.758
A1336,18.600,18.399,15.827,18.402,18.230,15.416,17.018,18.684
A1337,16.945,18.600,18.399,15.827,18.402,18.230,15.416,17.018
A1338,15.391,16.945,18.600,18.399,15.827,18.402,18.230,15.416
A1339,18.414,15.391,16.945,18.600,18.399,15.827,18.402,18.230
A1340,18.774,18.414,15.391,16.945,18.600,18.399,15.827,18.402
A1341,18.818,18.774,18.414,15.391,16.945,18.600,18.399,15.827
A1342,18.401,18.818,18.774,18.414,15.391,16.945,18.600,18.399
A1343,18.540,18.401,18.818,18.774,18.414,15.391,16.945,18.600
A1344,17.027,18.540,18.401,18.818,18.774,18.414,15.391,16.945
A1345,15.561,17.027,18.540,18.401,18.818,18.774,18.414,15.391
A1346,18.849,15.561,17.027,18.540,18.401,18.818,18.774,18.414
A1347,19.039,18.849,15.561,17.027,18.540,18.401,18.818,18.774
A1348,18.916,19.039,18.849,15.561,17.027,18.540,18.401,18.818
A1349,19.011,18.916,19.039,18.849,15.561,17.027,18.540,18.401
A1350,18.852,19.011,18.916,19.039,18.849,15.561,17.027,18.540
A1351,17.209,18.852,19.011,18.916,19.039,18.849,15.561,17.027
A1352,15.593,17.209,18.852,19.011,18.916,19.039,18.849,15.561
A1353,17.926,15.593,17.209,18.852,19.011,18.916,19.039,18.849
A1354,19.038,17.926,15.593,17.209,18.852,19.011,18.916,19.039
A1355,19.102,19.038,17.926,15.593,17.209,18.852,19.011,18.916
A1356,18.827,19.102,19.038,17.926,15.593,17.209,18.852,19.011
A1357,18.734,18.827,19.102,19.038,17.926,15.593,17.209,18.852
A1358,17.348,18.734,18.827,19.102,19.038,17.926,15.593,17.209
A1359,16.132,17.348,18.734,18.827,19.102,19.038,17.926,15.593
A1360,18.981,16.132,17.348,18.734,18.827,19.102,19.038,17.926
A1361,19.182,18.981,16.132,17.348,18.734,18.827,19.102,19.038
A1362,19.430,19.182,18.981,16.132,17.348,18.734,18.827,19.102
A1363,19.095,19.430,19.182,18.981,16.132,17.348,18.734,18.827
A1364,18.904,19.095,19.430,19.182,18.981,16.132,17.348,18.734
A1365,17.406,18.904,19.095,19.430,19.182,18.981,16.132,17.348
A1366,15.629,17.406,18.904,19.095,19.430,19.182,18.981,16.132
A1367,18.376,15.629,17.406,18.904,19.095,19.430,19.182,18.981
A1368,18.358,18.376,15.629,17.406,18.904,19.095,19.430,19.182
A1369,16.102,18.358,18.376,15.629,17.406,18.904,19.095,19.430
A1370,18.858,16.102,18.358,18.376,15.629,17.406,18.904,19.095
A1371,19.178,18.858,16.102,18.358,18.376,15.629,17.406,18.904
A1372,17.439,19.178,18.858,16.102,18.358,18.376,15.629,17.406
A1373,15.296,17.439,19.178,18.858,16.102,18.358,18.376,15.629
A1374,18.945,15.296,17.439,19.178,18.858,16.102,18.358,18.376
A1375,19.104,18.945,15.296,17.439,19.178,18.858,16.102,18.358
A1376,19.255,19.104,18.945,15.296,17.439,19.178,18.858,16.102
A1377,19.245,19.255,19.104,18.945,15.296,17.439,19.178,18.858
A1378,18.693,19.245,19.255,19.104,18.945,15.296,17.439,19.178
A1379,16.885,18.693,19.245,19.255,19.104,18.945,15.296,17.439
A1380,15.586,16.885,18.693,19.245,19.255,19.104,18.945,15.296
A1381,17.550,15.586,16.885,18.693,19.245,19.255,19.104,18.945
A1382,19.076,17.550,15.586,16.885,18.693,19.245,19.255,19.104
A1383,19.024,19.076,17.550,15.586,16.885,18.693,19.245,19.255
A1384,18.973,19.024,19.076,17.550,15.586,16.885,18.693,19.245
A1385,18.757,18.973,19.024,19.076,17.550,15.586,16.885,18.693
A1386,17.463,18.757,18.973,19.024,19.076,17.550,15.586,16.885
A1387,15.987,17.463,18.757,18.973,19.024,19.076,17.550,15.586
A1388,18.987,15.987,17.463,18.757,18.973,19.024,19.076,17.550
A1389,19.079,18.987,15.987,17.463,18.757,18.973,19.024,19.076
A1390,16.163,19.079,18.987,15.987,17.463,18.757,18.973,19.024
A1391,19.081,16.163,19.079,18.987,15.987,17.463,18.757,18.973
A1392,19.507,19.081,16.163,19.079,18.987,15.987,17.463,18.757
A1393,17.474,19.507,19.081,16.163,19.079,18.987,15.987,17.463
A1394,15.830,17.474,19.507,19.081,16.163,19.079,18.987,15.987
A1395,18.916,15.830,17.474,19.507,19.081,16.163,19.079,18.987
A1396,19.319,18.916,15.830,17.474,19.507,19.081,16.163,19.079
A1397,19.301,19.319,18.916,15.830,17.474,19.507,19.081,16.163
A1398,18.897,19.301,19.319,18.916,15.830,17.474,19.507,19.081
A1399,19.082,18.897,19.301,19.319,18.916,15.830,17.474,19.507
A1400,17.192,19.082,18.897,19.301,19.319,18.916,15.830,17.474
A1401,15.619,17.192,19.082,18.897,19.301,19.319,18.916,15.830
A1402,18.279,15.619,17.192,19.082,18.897,19.301,19.319,18.916
A1403,16.474,18.279,15.619,17.192,19.082,18.897,19.301,19.319
A1404,18.766,16.474,18.279,15.619,17.192,19.082,18.897,19.301
A1405,19.291,18.766,16.474,18.279,15.619,17.192,19.082,18.897
A1406,19.302,19.291,18.766,16.474,18.279,15.619,17.192,19.082
A1407,17.679,19.302,19.291,18.766,16.474,18.279,15.619,17.192
A1408,16.225,17.679,19.302,19.291,18.766,16.474,18.279,15.619
A1409,19.314,16.225,17.679,19.302,19.291,18.766,16.474,18.279
A1410,19.455,19.314,16.225,17.679,19.302,19.291,18.766,16.474
A1411,19.235,19.455,19.314,16.225,17.679,19.302,19.291,18.766
A1412,19.233,19.235,19.455,19.314,16.225,17.679,19.302,19.291
A1413,19.167,19.233,19.235,19.455,19.314,16.225,17.679,19.302
A1414,17.436,19.167,19.233,19.235,19.455,19.314,16.225,17.679
A1415,15.817,17.436,19.167,19.233,19.235,19.455,19.314,16.225
A1416,18.636,15.817,17.436,19.167,19.233,19.235,19.455,19.314
A1417,19.231,18.636,15.817,17.436,19.167,19.233,19.235,19.455
A1418,19.531,19.231,18.636,15.817,17.436,19.167,19.233,19.235
A1419,19.730,19.531,19.231,18.636,15.817,17.436,19.167,19.233
A1420,19.436,19.730,19.531,19.231,18.636,15.817,17.436,19.167
A1421,17.623,19.436,19.730,19.531,19.231,18.636,15.817,17.436
A1422,15.870,17.623,19.436,19.730,19.531,19.231,18.636,15.817
A1423,18.330,15.870,17.623,19.436,19.730,19.531,19.231,18.636
A1424,18.437,18.330,15.870,17.623,19.436,19.730,19.531,19.231
A1425,18.833,18.437,18.330,15.870,17.623,19.436,19.730,19.531
A1426,17.228,18.833,18.437,18.330,15.870,17.623,19.436,19.730
A1427,18.458,17.228,18.833,18.437,18.330,15.870,17.623,19.436
A1428,16.814,18.458,17.228,18.833,18.437,18.330,15.870,17.623
A1429,15.693,16.814,18.458,17.228,18.833,18.437,18.330,15.870
A1430,18.507,15.693,16.814,18.458,17.228,18.833,18.437,18.330
A1431,19.075,18.507,15.693,16.814,18.458,17.228,18.833,18.437
A1432,19.224,19.075,18.507,15.693,16.814,18.458,17.228,18.833
A1433,18.629,19.224,19.075,18.507,15.693,16.814,18.458,17.228
A1434,18.659,18.629,19.224,19.075,18.507,15.693,16.814,18.458
A1435,17.179,18.659,18.629,19.224,19.075,18.507,15.693,16.814
A1436,15.719,17.179,18.659,18.629,19.224,19.075,18.507,15.693
A1437,18.066,15.719,17.179,18.659,18.629,19.224,19.075,18.507
A1438,17.786,18.066,15.719,17.179,18.659,18.629,19.224,19.075
A1439,17.674,17.786,18.066,15.719,17.179,18.659,18.629,19.224
A1440,17.847,17.674,17.786,18.066,15.719,17.179,18.659,18.629
A1441,17.626,17.847,17.674,17.786,18.066,15.719,17.179,18.659
A1442,16.240,17.626,17.847,17.674,17.786,18.066,15.719,17.179
A1443,14.604,16.240,17.626,17.847,17.674,17.786,18.066,15.719
A1444,17.237,14.604,16.240,17.626,17.847,17.674,17.786,18.066
A1445,17.821,17.237,14.604,16.240,17.626,17.847,17.674,17.786
A1446,16.837,17.821,17.237,14.604,16.240,17.626,17.847,17.674
A1447,16.487,16.837,17.821,17.237,14.604,16.240,17.626,17.847
A1448,16.374,16.487,16.837,17.821,17.237,14.604,16.240,17.626
A1449,15.653,16.374,16.487,16.837,17.821,17.237,14.604,16.240
A1450,14.113,15.653,16.374,16.487,16.837,17.821,17.237,14.604
A1451,16.276,14.113,15.653,16.374,16.487,16.837,17.821,17.237
A1452,17.397,16.276,14.113,15.653,16.374,16.487,16.837,17.821
A1453,17.790,17.397,16.276,14.113,15.653,16.374,16.487,16.837
A1454,17.664,17.790,17.397,16.276,14.113,15.653,16.374,16.487
A1455,17.947,17.664,17.790,17.397,16.276,14.113,15.653,16.374
A1456,16.414,17.947,17.664,17.790,17.397,16.276,14.113,15.653
A1457,14.812,16.414,17.947,17.664,17.790,17.397,16.276,14.113
A1458,16.682,14.812,16.414,17.947,17.664,17.790,17.397,16.276
A1459,17.319,16.682,14.812,16.414,17.947,17.664,17.790,17.397
A1460,17.891,17.319,16.682,14.812,16.414,17.947,17.664,17.790
A1461,17.636,17.891,17.319,16.682,14.812,16.414,17.947,17.664
A1462,18.124,17.636,17.891,17.319,16.682,14.812,16.414,17.947
A1463,16.820,18.124,17.636,17.891,17.319,16.682,14.812,16.414
A1464,15.393,16.820,18.124,17.636,17.891,17.319,16.682,14.812
A1465,17.976,15.393,16.820,18.124,17.636,17.891,17.319,16.682
A1466,18.051,17.976,15.393,16.820,18.124,17.636,17.891,17.319
A1467,18.052,18.051,17.976,15.393,16.820,18.124,17.636,17.891
A1468,17.765,18.052,18.051,17.976,15.393,16.820,18.124,17.636
A1469,17.213,17.765,18.052,18.051,17.976,15.393,16.820,18.124
A1470,16.408,17.213,17.765,18.052,18.051,17.976,15.393,16.820
A1471,15.182,16.408,17.213,17.765,18.052,18.051,17.976,15.393
A1472,18.023,15.182,16.408,17.213,17.765,18.052,18.051,17.976
A1473,18.577,18.023,15.182,16.408,17.213,17.765,18.052,18.051
A1474,18.701,18.577,18.023,15.182,16.408,17.213,17.765,18.052
A1475,19.078,18.701,18.577,18.023,15.182,16.408,17.213,17.765
A1476,19.244,19.078,18.701,18.577,18.023,15.182,16.408,17.213
A1477,17.601,19.244,19.078,18.701,18.577,18.023,15.182,16.408
A1478,15.712,17.601,19.244,19.078,18.701,18.577,18.023,15.182
A1479,18.351,15.712,17.601,19.244,19.078,18.701,18.577,18.023
A1480,18.766,18.351,15.712,17.601,19.244,19.078,18.701,18.577
A1481,18.726,18.766,18.351,15.712,17.601,19.244,19.078,18.701
A1482,18.663,18.726,18.766,18.351,15.712,17.601,19.244,19.078
A1483,18.553,18.663,18.726,18.766,18.351,15.712,17.601,19.244
A1484,17.026,18.553,18.663,18.726,18.766,18.351,15.712,17.601
A1485,15.258,17.026,18.553,18.663,18.726,18.766,18.351,15.712
A1486,17.618,15.258,17.026,18.553,18.663,18.726,18.766,18.351
A1487,17.734,17.618,15.258,17.026,18.553,18.663,18.726,18.766
A1488,18.262,17.734,17.618,15.258,17.026,18.553,18.663,18.726
A1489,18.823,18.262,17.734,17.618,15.258,17.026,18.553,18.663
A1490,18.849,18.823,18.262,17.734,17.618,15.258,17.026,18.553
A1491,16.972,18.849,18.823,18.262,17.734,17.618,15.258,17.026
A1492,14.854,16.972,18.849,18.823,18.262,17.734,17.618,15.258
A1493,17.431,14.854,16.972,18.849,18.823,18.262,17.734,17.618
A1494,17.174,17.431,14.854,16.972,18.849,18.823,18.262,17.734
A1495,17.597,17.174,17.431,14.854,16.972,18.849,18.823,18.262
A1496,18.206,17.597,17.174,17.431,14.854,16.972,18.849,18.823
A1497,17.407,18.206,17.597,17.174,17.431,14.854,16.972,18.849
A1498,17.089,17.407,18.206,17.597,17.174,17.431,14.854,16.972
A1499,15.143,17.089,17.407,18.206,17.597,17.174,17.431,14.854
A1500,17.875,15.143,17.089,17.407,18.206,17.597,17.174,17.431
A1501,18.342,17.875,15.143,17.089,17.407,18.206,17.597,17.174
A1502,18.565,18.342,17.875,15.143,17.089,17.407,18.206,17.597
A1503,18.559,18.565,18.342,17.875,15.143,17.089,17.407,18.206
A1504,18.494,18.559,18.565,18.342,17.875,15.143,17.089,17.407
A1505,16.886,18.494,18.559,18.565,18.342,17.875,15.143,17.089
A1506,14.779,16.886,18.494,18.559,18.565,18.342,17.875,15.143
A1507,15.712,14.779,16.886,18.494,18.559,18.565,18.342,17.875
A1508,14.631,15.712,14.779,16.886,18.494,18.559,18.565,18.342
A1509,16.172,14.631,15.712,14.779,16.886,18.494,18.559,18.565
A1510,17.148,16.172,14.631,15.712,14.779,16.886,18.494,18.559
A1511,17.487,17.148,16.172,14.631,15.712,14.779,16.886,18.494
A1512,16.192,17.487,17.148,16.172,14.631,15.712,14.779,16.886
A1513,14.773,16.192,17.487,17.148,16.172,14.631,15.712,14.779
A1514,17.883,14.773,16.192,17.487,17.148,16.172,14.631,15.712
A1515,18.564,17.883,14.773,16.192,17.487,17.148,16.172,14.631
A1516,18.485,18.564,17.883,14.773,16.192,17.487,17.148,16.172
A1517,18.484,18.485,18.564,17.883,14.773,16.192,17.487,17.148
A1518,18.474,18.484,18.485,18.564,17.883,14.773,16.192,17.487
A1519,16.687,18.474,18.484,18.485,18.564,17.883,14.773,16.192
A1520,15.344,16.687,18.474,18.484,18.485,18.564,17.883,14.773
A1521,18.157,15.344,16.687,18.474,18.484,18.485,18.564,17.883
A1522,17.986,18.157,15.344,16.687,18.474,18.484,18.485,18.564
A1523,18.429,17.986,18.157,15.344,16.687,18.474,18.484,18.485
A1524,18.368,18.429,17.986,18.157,15.344,16.687,18.474,18.484
A1525,18.342,18.368,18.429,17.986,18.157,15.344,16.687,18.474
A1526,16.726,18.342,18.368,18.429,17.986,18.157,15.344,16.687
A1527,15.035,16.726,18.342,18.368,18.429,17.986,18.157,15.344
A1528,18.153,15.035,16.726,18.342,18.368,18.429,17.986,18.157
A1529,18.487,18.153,15.035,16.726,18.342,18.368,18.429,17.986
A1530,18.234,18.487,18.153,15.035,16.726,18.342,18.368,18.429
A1531,18.208,18.234,18.487,18.153,15.035,16.726,18.342,18.368
A1532,17.948,18.208,18.234,18.487,18.153,15.035,16.726,18.342
A1533,16.579,17.948,18.208,18.234,18.487,18.153,15.035,16.726
A1534,14.922,16.579,17.948,18.208,18.234,18.487,18.153,15.035
A1535,17.784,14.922,16.579,17.948,18.208,18.234,18.487,18.153
A1536,18.271,17.784,14.922,16.579,17.948,18.208,18.234,18.487
A1537,17.824,18.271,17.784,14.922,16.579,17.948,18.208,18.234
A1538,17.489,17.824,18.271,17.784,14.922,16.579,17.948,18.208
A1539,17.544,17.489,17.824,18.271,17.784,14.922,16.579,17.948
A1540,15.992,17.544,17.489,17.824,18.271,17.784,14.922,16.579
A1541,14.780,15.992,17.544,17.489,17.824,18.271,17.784,14.922
A1542,17.977,14.780,15.992,17.544,17.489,17.824,18.271,17.784
A1543,18.017,17.977,14.780,15.992,17.544,17.489,17.824,18.271
A1544,18.000,18.017,17.977,14.780,15.992,17.544,17.489,17.824
A1545,18.247,18.000,18.017,17.977,14.780,15.992,17.544,17.489
A1546,17.938,18.247,18.000,18.017,17.977,14.780,15.992,17.544
A1547,16.243,17.938,18.247,18.000,18.017,17.977,14.780,15.992
A1548,14.651,16.243,17.938,18.247,18.000,18.017,17.977,14.780
A1549,17.878,14.651,16.243,17.938,18.247,18.000,18.017,17.977
A1550,17.922,17.878,14.651,16.243,17.938,18.247,18.000,18.017
A1551,18.065,17.922,17.878,14.651,16.243,17.938,18.247,18.000
A1552,17.552,18.065,17.922,17.878,14.651,16.243,17.938,18.247
A1553,14.999,17.552,18.065,17.922,17.878,14.651,16.243,17.938
A1554,15.872,14.999,17.552,18.065,17.922,17.878,14.651,16.243
A1555,14.751,15.872,14.999,17.552,18.065,17.922,17.878,14.651
A1556,17.379,14.751,15.872,14.999,17.552,18.065,17.922,17.878
A1557,17.915,17.379,14.751,15.872,14.999,17.552,18.065,17.922
A1558,18.261,17.915,17.379,14.751,15.872,14.999,17.552,18.065
A1559,17.933,18.261,17.915,17.379,14.751,15.872,14.999,17.552
A1560,15.677,17.933,18.261,17.915,17.379,14.751,15.872,14.999
A1561,16.395,15.677,17.933,18.261,17.915,17.379,14.751,15.872
A1562,15.200,16.395,15.677,17.933,18.261,17.915,17.379,14.751
A1563,18.030,15.200,16.395,15.677,17.933,18.261,17.915,17.379
A1564,17.699,18.030,15.200,16.395,15.677,17.933,18.261,17.915
A1565,17.841,17.699,18.030,15.200,16.395,15.677,17.933,18.261
A1566,18.116,17.841,17.699,18.030,15.200,16.395,15.677,17.933
A1567,18.149,18.116,17.841,17.699,18.030,15.200,16.395,15.677
A1568,16.664,18.149,18.116,17.841,17.699,18.030,15.200,16.395
A1569,14.669,16.664,18.149,18.116,17.841,17.699,18.030,15.200
A1570,14.966,14.669,16.664,18.149,18.116,17.841,17.699,18.030
A1571,18.176,14.966,14.669,16.664,18.149,18.116,17.841,17.699
A1572,18.587,18.176,14.966,14.669,16.664,18.149,18.116,17.841
A1573,18.407,18.587,18.176,14.966,14.669,16.664,18.149,18.116
A1574,18.070,18.407,18.587,18.176,14.966,14.669,16.664,18.149
A1575,16.566,18.070,18.407,18.587,18.176,14.966,14.669,16.664
A1576,14.720,16.566,18.070,18.407,18.587,18.176,14.966,14.669
A1577,17.698,14.720,16.566,18.070,18.407,18.587,18.176,14.966
A1578,17.984,17.698,14.720,16.566,18.070,18.407,18.587,18.176
A1579,17.965,17.984,17.698,14.720,16.566,18.070,18.407,18.587
A1580,17.867,17.965,17.984,17.698,14.720,16.566,18.070,18.407
A1581,17.707,17.867,17.965,17.984,17.698,14.720,16.566,18.070
A1582,16.635,17.707,17.867,17.965,17.984,17.698,14.720,16.566
A1583,15.320,16.635,17.707,17.867,17.965,17.984,17.698,14.720
A1584,18.444,15.320,16.635,17.707,17.867,17.965,17.984,17.698
A1585,18.660,18.444,15.320,16.635,17.707,17.867,17.965,17.984
A1586,18.398,18.660,18.444,15.320,16.635,17.707,17.867,17.965
A1587,18.405,18.398,18.660,18.444,15.320,16.635,17.707,17.867
A1588,18.140,18.405,18.398,18.660,18.444,15.320,16.635,17.707
A1589,16.120,18.140,18.405,18.398,18.660,18.444,15.320,16.635
A1590,14.973,16.120,18.140,18.405,18.398,18.660,18.444,15.320
A1591,18.061,14.973,16.120,18.140,18.405,18.398,18.660,18.444
A1592,18.469,18.061,14.973,16.120,18.140,18.405,18.398,18.660
A1593,18.265,18.469,18.061,14.973,16.120,18.140,18.405,18.398
A1594,18.281,18.265,18.469,18.061,14.973,16.120,18.140,18.405
A1595,18.194,18.281,18.265,18.469,18.061,14.973,16.120,18.140
A1596,16.614,18.194,18.281,18.265,18.469,18.061,14.973,16.120
A1597,15.235,16.614,18.194,18.281,18.265,18.469,18.061,14.973
A1598,18.010,15.235,16.614,18.194,18.281,18.265,18.469,18.061
A1599,18.433,18.010,15.235,16.614,18.194,18.281,18.265,18.469
A1600,18.623,18.433,18.010,15.235,16.614,18.194,18.281,18.265
A1601,19.069,18.623,18.433,18.010,15.235,16.614,18.194,18.281
A1602,19.056,19.069,18.623,18.433,18.010,15.235,16.614,18.194
A1603,17.333,19.056,19.069,18.623,18.433,18.010,15.235,16.614
A1604,15.959,17.333,19.056,19.069,18.623,18.433,18.010,15.235
A1605,18.519,15.959,17.333,19.056,19.069,18.623,18.433,18.010
A1606,18.752,18.519,15.959,17.333,19.056,19.069,18.623,18.433
A1607,18.613,18.752,18.519,15.959,17.333,19.056,19.069,18.623
A1608,19.003,18.613,18.752,18.519,15.959,17.333,19.056,19.069
A1609,18.959,19.003,18.613,18.752,18.519,15.959,17.333,19.056
A1610,17.256,18.959,19.003,18.613,18.752,18.519,15.959,17.333
A1611,15.421,17.256,18.959,19.003,18.613,18.752,18.519,15.959
A1612,18.487,15.421,17.256,18.959,19.003,18.613,18.752,18.519
A1613,17.832,18.487,15.421,17.256,18.959,19.003,18.613,18.752
A1614,18.770,17.832,18.487,15.421,17.256,18.959,19.003,18.613
A1615,16.283,18.770,17.832,18.487,15.421,17.256,18.959,19.003
A1616,18.537,16.283,18.770,17.832,18.487,15.421,17.256,18.959
A1617,17.134,18.537,16.283,18.770,17.832,18.487,15.421,17.256
A1618,15.616,17.134,18.537,16.283,18.770,17.832,18.487,15.421
A1619,18.522,15.616,17.134,18.537,16.283,18.770,17.832,18.487
A1620,19.063,18.522,15.616,17.134,18.537,16.283,18.770,17.832
A1621,19.199,19.063,18.522,15.616,17.134,18.537,16.283,18.770
A1622,18.240,19.199,19.063,18.522,15.616,17.134,18.537,16.283
A1623,19.430,18.240,19.199,19.063,18.522,15.616,17.134,18.537
A1624,17.626,19.430,18.240,19.199,19.063,18.522,15.616,17.134
A1625,16.127,17.626,19.430,18.240,19.199,19.063,18.522,15.616
A1626,19.057,16.127,17.626,19.430,18.240,19.199,19.063,18.522
A1627,18.189,19.057,16.127,17.626,19.430,18.240,19.199,19.063
A1628,19.313,18.189,19.057,16.127,17.626,19.430,18.240,19.199
A1629,19.224,19.313,18.189,19.057,16.127,17.626,19.430,18.240
A1630,19.266,19.224,19.313,18.189,19.057,16.127,17.626,19.430
A1631,17.163,19.266,19.224,19.313,18.189,19.057,16.127,17.626
A1632,15.766,17.163,19.266,19.224,19.313,18.189,19.057,16.127
A1633,18.364,15.766,17.163,19.266,19.224,19.313,18.189,19.057
A1634,18.784,18.364,15.766,17.163,19.266,19.224,19.313,18.189
A1635,19.013,18.784,18.364,15.766,17.163,19.266,19.224,19.313
A1636,19.027,19.013,18.784,18.364,15.766,17.163,19.266,19.224
A1637,19.107,19.027,19.013,18.784,18.364,15.766,17.163,19.266
A1638,17.342,19.107,19.027,19.013,18.784,18.364,15.766,17.163
A1639,15.832,17.342,19.107,19.027,19.013,18.784,18.364,15.766
A1640,18.300,15.832,17.342,19.107,19.027,19.013,18.784,18.364
A1641,18.767,18.300,15.832,17.342,19.107,19.027,19.013,18.784
A1642,19.023,18.767,18.300,15.832,17.342,19.107,19.027,19.013
A1643,19.009,19.023,18.767,18.300,15.832,17.342,19.107,19.027
A1644,18.872,19.009,19.023,18.767,18.300,15.832,17.342,19.107
A1645,16.876,18.872,19.009,19.023,18.767,18.300,15.832,17.342
A1646,15.226,16.876,18.872,19.009,19.023,18.767,18.300,15.832
A1647,18.559,15.226,16.876,18.872,19.009,19.023,18.767,18.300
A1648,18.936,18.559,15.226,16.876,18.872,19.009,19.023,18.767
A1649,18.908,18.936,18.559,15.226,16.876,18.872,19.009,19.023
A1650,18.825,18.908,18.936,18.559,15.226,16.876,18.872,19.009
A1651,18.504,18.825,18.908,18.936,18.559,15.226,16.876,18.872
