ITEM,Consumo
20/07/2004,15499.6005915783
21/07/2004,15851.4200566491
22/07/2004,15731.3769978901
23/07/2004,15273.5796768401
24/07/2004,13937.3409119946
25/07/2004,12934.1562540608
26/07/2004,15511.0062621478
27/07/2004,15740.9819011351
28/07/2004,15706.1953610229
29/07/2004,15942.6651235359
30/07/2004,15930.6485915360
31/07/2004,14560.6767739903
01/08/2004,13221.4029532155
02/08/2004,15911.7915500984
03/08/2004,16321.4771265364
04/08/2004,16444.7983055416
05/08/2004,16257.0855194078
06/08/2004,16297.5382590468
07/08/2004,14354.7426097666
08/08/2004,12990.1855970637
09/08/2004,16112.6029329930
10/08/2004,16507.6745446901
11/08/2004,16276.6165966209
12/08/2004,16186.0043474527
13/08/2004,16238.1445265324
14/08/2004,14996.3261267411
15/08/2004,13592.3278089142
16/08/2004,16413.3387541032
17/08/2004,16799.2677516716
18/08/2004,16915.0459206224
19/08/2004,16749.8893804490
20/08/2004,16684.5676505441
21/08/2004,15004.0712456646
22/08/2004,13496.7146613016
23/08/2004,16177.7918521748
24/08/2004,16504.7316807477
25/08/2004,16733.1340595257
26/08/2004,16756.8130870495
27/08/2004,16755.6191680304
28/08/2004,15191.7558675462
29/08/2004,13854.7213848687
30/08/2004,16699.0288901476
31/08/2004,16933.4408909319
01/09/2004,16581.1768322212
02/09/2004,16772.6183527127
03/09/2004,16681.9595546002
04/09/2004,15137.4856438968
05/09/2004,13815.1701929702
06/09/2004,15848.7975450417
07/09/2004,14106.5344677167
08/09/2004,16721.5183938298
09/09/2004,16950.3859656071
10/09/2004,16968.0907192865
11/09/2004,15592.4581466851
12/09/2004,13764.9152494078
13/09/2004,16212.8652111026
14/09/2004,16711.5948231533
15/09/2004,17169.5489002991
16/09/2004,16929.7264223511
17/09/2004,16769.8427566845
18/09/2004,15310.7532645425
19/09/2004,13938.6770241229
20/09/2004,16875.3392103331
21/09/2004,17289.0101162233
22/09/2004,17269.9902913831
23/09/2004,17256.5696236907
24/09/2004,17385.2912620534
25/09/2004,15573.9089487171
26/09/2004,14017.5320171728
27/09/2004,16727.2068972653
28/09/2004,16924.6960210516
29/09/2004,16909.5175526158
30/09/2004,16793.0267932620
01/10/2004,16439.2596794792
02/10/2004,15243.4128307098
03/10/2004,13638.9411493363
04/10/2004,16220.1924183038
05/10/2004,16909.1191282768
06/10/2004,16993.8092503337
07/10/2004,16934.0609748571
08/10/2004,17054.7701192700
09/10/2004,15523.3492416474
10/10/2004,13862.2999404217
11/10/2004,16392.9108267049
12/10/2004,14684.7061622649
13/10/2004,17446.0389526308
14/10/2004,17657.7186413608
15/10/2004,17599.5237026610
16/10/2004,16077.6170732746
17/10/2004,14299.6871308257
18/10/2004,17176.9537457018
19/10/2004,17468.2662302747
20/10/2004,17350.1611409328
21/10/2004,17337.8936686284
22/10/2004,17205.6999779862
23/10/2004,15678.0593684394
24/10/2004,14035.4482029078
25/10/2004,16163.8901635405
26/10/2004,17077.2872682782
27/10/2004,16648.2922883177
28/10/2004,16737.7668308815
29/10/2004,16979.2909934073
30/10/2004,15414.0498598755
31/10/2004,13835.1560384698
01/11/2004,16214.1368786411
02/11/2004,13429.8651087054
03/11/2004,16909.8007562032
04/11/2004,17257.6262762694
05/11/2004,17412.3362752338
06/11/2004,16012.5104748289
07/11/2004,14401.3614971146
08/11/2004,17044.9798113234
09/11/2004,17424.5025236884
10/11/2004,17361.0135304894
11/11/2004,17303.0840244599
12/11/2004,17505.4711506308
13/11/2004,15983.3741147529
14/11/2004,14373.1319522031
15/11/2004,14462.1603650595
16/11/2004,17083.8125980148
17/11/2004,17527.7278043919
18/11/2004,17770.9368637700
19/11/2004,17774.2305754672
20/11/2004,16280.2571628584
21/11/2004,14597.4643779921
22/11/2004,17289.2045561357
23/11/2004,17757.8118217860
24/11/2004,17556.7563933807
25/11/2004,17625.9327428612
26/11/2004,17400.9725807785
27/11/2004,15934.5401002080
28/11/2004,14542.2025053177
29/11/2004,17624.1170455480
30/11/2004,17974.8551318863
01/12/2004,17759.4527215329
02/12/2004,17831.2827970919
03/12/2004,17694.6531756131
04/12/2004,16191.2451364535
05/12/2004,14757.8625459482
06/12/2004,17412.9471393849
07/12/2004,17885.7742237715
08/12/2004,16370.0659195150
09/12/2004,17625.5908741560
10/12/2004,17659.7293149943
11/12/2004,16061.6070166061
12/12/2004,14696.5986873003
13/12/2004,17484.3428191189
14/12/2004,17825.3718074451
15/12/2004,17776.2908260031
16/12/2004,17678.5345712502
17/12/2004,17429.9862876675
18/12/2004,15913.3308571187
19/12/2004,14563.2890541987
20/12/2004,17172.2477142364
21/12/2004,17395.2394253228
22/12/2004,17367.7564131786
23/12/2004,17063.3920018574
24/12/2004,15437.6549385082
25/12/2004,13325.9476625639
26/12/2004,13757.3774242591
27/12/2004,15879.9505566100
28/12/2004,15708.1399028497
29/12/2004,15895.9285768361
30/12/2004,16352.3123265871
31/12/2004,15274.9236820210
01/01/2005,13646.0432357749
02/01/2005,13739.8330515448
03/01/2005,16258.3684077297
04/01/2005,17121.1998015452
05/01/2005,17347.9376616467
06/01/2005,17484.1799195160
07/01/2005,17440.2854787003
08/01/2005,16009.2110728552
09/01/2005,14484.6235726038
10/01/2005,16825.9505815901
11/01/2005,17105.9984418504
12/01/2005,17196.6856866720
13/01/2005,17293.3117894494
14/01/2005,17437.8361807619
15/01/2005,15821.9172992777
16/01/2005,13956.4158655894
17/01/2005,16383.1333241533
18/01/2005,16079.5373317466
19/01/2005,15844.5623663357
20/01/2005,16425.8490487560
21/01/2005,16351.4357098745
22/01/2005,14891.7999835455
23/01/2005,13555.6478566933
24/01/2005,16182.7653888729
25/01/2005,16767.3599541447
26/01/2005,16494.6869021465
27/01/2005,16635.7629840020
28/01/2005,16757.2890982201
29/01/2005,15658.6240877405
30/01/2005,14264.1798549744
31/01/2005,16511.8730616865
01/02/2005,16671.2462155786
02/02/2005,16733.4480757066
03/02/2005,16617.4293845420
04/02/2005,16130.3411253391
05/02/2005,14693.0000934362
06/02/2005,13612.6966416317
07/02/2005,14720.9286335329
08/02/2005,14060.3804913678
09/02/2005,15907.7075335918
10/02/2005,17013.1026599886
11/02/2005,17242.8245292686
12/02/2005,15753.0206522719
13/02/2005,14069.7632442939
14/02/2005,16331.5587021199
15/02/2005,16453.8565590347
16/02/2005,16647.0922706420
17/02/2005,16732.1957687603
18/02/2005,16539.6626920216
19/02/2005,16174.8269377933
20/02/2005,14044.6427009744
21/02/2005,16670.9641970817
22/02/2005,16471.6591265810
23/02/2005,16422.6379397545
24/02/2005,16625.1181797555
25/02/2005,16637.6854455593
26/02/2005,15339.3829442121
27/02/2005,13673.3242519610
28/02/2005,16743.7980031988
01/03/2005,16955.7741344506
02/03/2005,17013.3053884515
03/03/2005,17306.5540696699
04/03/2005,17053.7130149357
05/03/2005,15523.1674274327
06/03/2005,13891.0120253363
07/03/2005,17176.9257819574
08/03/2005,17565.2201306783
09/03/2005,17342.1582192709
10/03/2005,17242.4907841763
11/03/2005,17360.3917021431
12/03/2005,15534.1233194683
13/03/2005,13880.1707018494
14/03/2005,16186.3486271493
15/03/2005,16784.4251325589
16/03/2005,17086.1414602024
17/03/2005,17289.8011418613
18/03/2005,17236.1870936187
19/03/2005,15140.2996910609
20/03/2005,13808.7670706409
21/03/2005,16664.5512818491
22/03/2005,16748.7626597412
23/03/2005,16679.6850895271
24/03/2005,15771.4720920224
25/03/2005,13106.0613116520
26/03/2005,14270.5690289241
27/03/2005,13537.2057588867
28/03/2005,16191.1316921741
29/03/2005,16559.3321813774
30/03/2005,16648.8533625137
31/03/2005,16374.1426244192
01/04/2005,16469.3783395292
02/04/2005,15515.0644516187
03/04/2005,14061.6157837051
04/04/2005,16405.5551484883
05/04/2005,16850.8154233216
06/04/2005,16900.1729799323
07/04/2005,17298.8878845822
08/04/2005,17440.7427625938
09/04/2005,15385.6266237589
10/04/2005,13970.8434841039
11/04/2005,16754.5689915473
12/04/2005,17221.1980816053
13/04/2005,17254.5965672002
14/04/2005,17300.3155083075
15/04/2005,17113.2350117335
16/04/2005,15717.2085178897
17/04/2005,14358.9683579190
18/04/2005,17328.8239987096
19/04/2005,17529.2248359350
20/04/2005,17012.6338363998
21/04/2005,14751.2689008891
22/04/2005,16581.3669342000
23/04/2005,15724.7795265455
24/04/2005,14216.6144115865
25/04/2005,16296.9031086311
26/04/2005,17236.7208080972
27/04/2005,17428.4586666038
28/04/2005,17041.9353386137
29/04/2005,16591.5649860240
30/04/2005,15319.4337299281
01/05/2005,13835.7579232689
02/05/2005,16840.8107486819
03/05/2005,16899.7537191278
04/05/2005,17175.4483596957
05/05/2005,16959.1175796377
06/05/2005,17172.5942544010
07/05/2005,15555.2361822643
08/05/2005,13952.4243783646
09/05/2005,16901.7754110922
10/05/2005,17310.8724177929
11/05/2005,17583.9995638344
12/05/2005,17790.0650967662
13/05/2005,17613.2843078266
14/05/2005,16155.5312683638
15/05/2005,14646.4490142007
16/05/2005,17269.6091180702
17/05/2005,17248.7822727549
18/05/2005,17398.3016916295
19/05/2005,17022.4419111972
20/05/2005,16982.3682853515
21/05/2005,15316.1835848530
22/05/2005,13769.5550643439
23/05/2005,16528.5393178919
24/05/2005,16938.2543205584
25/05/2005,17152.1371001809
26/05/2005,14512.6957879671
27/05/2005,16439.4711388832
28/05/2005,15604.2621997287
29/05/2005,13967.5584150080
30/05/2005,16699.9959683060
31/05/2005,17252.9185979571
01/06/2005,17081.7994743539
02/06/2005,17355.5207497128
03/06/2005,17359.0478908718
04/06/2005,16001.6286200312
05/06/2005,14731.5825222880
06/06/2005,17294.3798460979
07/06/2005,17434.3798343943
08/06/2005,17715.4638397207
09/06/2005,17731.8254932298
10/06/2005,17739.9034458575
11/06/2005,16083.9706807984
12/06/2005,14687.0693579010
13/06/2005,17448.5485553928
14/06/2005,17900.5509568441
15/06/2005,17817.6190365895
16/06/2005,18046.0013228779
17/06/2005,18006.9801549521
18/06/2005,16496.4733101177
19/06/2005,14960.5106902692
20/06/2005,17757.1104537733
21/06/2005,18139.6500619219
22/06/2005,17921.3521882142
23/06/2005,17801.6654019161
24/06/2005,17554.8653932061
25/06/2005,16054.6357445376
26/06/2005,14465.5768018490
27/06/2005,17382.9269015995
28/06/2005,17850.4314725212
29/06/2005,18171.9221621164
30/06/2005,18062.0106860442
01/07/2005,17743.7563560295
02/07/2005,15726.0805745432
03/07/2005,14449.0692129685
04/07/2005,17322.6970946463
05/07/2005,17223.3224226187
06/07/2005,17489.8300997673
07/07/2005,17714.0900873419
08/07/2005,17219.8724652722
09/07/2005,15665.8985448388
10/07/2005,13959.6764152347
11/07/2005,17000.4174052746
12/07/2005,17571.8680507206
13/07/2005,17657.3061890730
14/07/2005,17422.5806799254
15/07/2005,17265.6083871648
16/07/2005,15807.6962514843
17/07/2005,14379.2556085380
18/07/2005,17204.7835749670
19/07/2005,17718.3748826557
20/07/2005,17614.5265699150
21/07/2005,17635.8939663144
22/07/2005,17262.3591289247
23/07/2005,15467.9591513259
24/07/2005,14273.1731227561
25/07/2005,17262.9649596918
26/07/2005,17441.4388225079
27/07/2005,17741.4415906202
28/07/2005,17764.2517210399
29/07/2005,17473.9760182077
30/07/2005,15812.8690570770
31/07/2005,14630.7400885547
01/08/2005,17544.8616996330
02/08/2005,18272.2879812318
03/08/2005,18420.2839724866
04/08/2005,18600.5810490865
05/08/2005,18613.0494824263
06/08/2005,16996.1576605561
07/08/2005,15466.5405372435
08/08/2005,18448.5845510759
09/08/2005,18789.3166332033
10/08/2005,18668.4637493732
11/08/2005,18498.9684722736
12/08/2005,18178.7241095087
13/08/2005,16491.1468235405
14/08/2005,14992.5725334692
15/08/2005,15838.4537185049
16/08/2005,18207.9028042153
17/08/2005,18250.5224554073
18/08/2005,18340.1709232912
19/08/2005,18301.3479368103
20/08/2005,16843.7086190018
21/08/2005,15305.6034712007
22/08/2005,18312.9544327260
23/08/2005,18499.6462236190
24/08/2005,18367.2861807874
25/08/2005,18558.4086990265
26/08/2005,18683.1828942177
27/08/2005,16782.2593038420
28/08/2005,14839.5779310456
29/08/2005,17942.8972433526
30/08/2005,18336.4221345862
31/08/2005,18442.7277732573
01/09/2005,18758.1727555212
02/09/2005,18683.7636060604
03/09/2005,17017.6677341561
04/09/2005,15415.7707161143
05/09/2005,18230.4901538770
06/09/2005,18402.3245148522
07/09/2005,15826.7580703853
08/09/2005,18399.0259857648
09/09/2005,18600.0659758130
10/09/2005,16945.0621124995
11/09/2005,15391.3350475918
12/09/2005,18413.5731060815
13/09/2005,18774.2249848535
14/09/2005,18818.0108950500
15/09/2005,18401.4412362556
16/09/2005,18540.0228890109
17/09/2005,17026.5570465014
18/09/2005,15561.1606715968
19/09/2005,18848.9444828674
20/09/2005,19038.7963792689
21/09/2005,18915.5577829888
22/09/2005,19011.3444290353
23/09/2005,18851.5101693497
24/09/2005,17209.2106013601
25/09/2005,15592.7444572421
26/09/2005,17926.4190813489
27/09/2005,19037.8112322059
28/09/2005,19101.6206259863
29/09/2005,18827.0273142790
30/09/2005,18733.7579420824
01/10/2005,17348.2797870365
02/10/2005,16132.4391345119
03/10/2005,18981.1442208999
04/10/2005,19182.3209420052
05/10/2005,19429.9671722692
06/10/2005,19095.2728380495
07/10/2005,18904.2467620788
08/10/2005,17405.7963277945
09/10/2005,15629.0749953774
10/10/2005,18376.2263546038
11/10/2005,18357.5751324890
12/10/2005,16102.2384067046
13/10/2005,18857.6964535306
14/10/2005,19177.5136352229
15/10/2005,17438.6764599243
16/10/2005,15296.3267268551
17/10/2005,18944.6805334577
18/10/2005,19104.2833362955
19/10/2005,19254.6415322742
20/10/2005,19245.1230486241
21/10/2005,18693.1347383735
22/10/2005,16885.1645645131
23/10/2005,15586.3766057164
24/10/2005,17549.6920058922
25/10/2005,19075.6591622249
26/10/2005,19023.8136686799
27/10/2005,18973.4092292130
28/10/2005,18757.4561833525
29/10/2005,17462.8704691915
30/10/2005,15987.4699941252
31/10/2005,18986.9522787134
01/11/2005,19078.9589225301
02/11/2005,16163.3184948678
03/11/2005,19080.9375815269
04/11/2005,19507.1365457325
05/11/2005,17474.4028025079
06/11/2005,15830.4114345560
07/11/2005,18915.8290125082
08/11/2005,19319.3847311732
09/11/2005,19301.0617657151
10/11/2005,18897.2177710328
11/11/2005,19081.8820182050
12/11/2005,17191.6953982410
13/11/2005,15618.6517886399
14/11/2005,18278.7809556606
15/11/2005,16473.5425207953
16/11/2005,18765.5679787861
17/11/2005,19290.7527252826
18/11/2005,19302.1717499944
19/11/2005,17679.0581842222
20/11/2005,16225.0884888327
21/11/2005,19314.1754642063
22/11/2005,19454.7459017454
23/11/2005,19234.9920620045
24/11/2005,19233.3631681080
25/11/2005,19167.3051951501
26/11/2005,17436.3361753435
27/11/2005,15816.5925290841
28/11/2005,18635.9649356674
29/11/2005,19231.4347425259
30/11/2005,19531.1708053546
01/12/2005,19730.1679768405
02/12/2005,19435.6949540437
03/12/2005,17622.6180328436
04/12/2005,15869.8055220439
05/12/2005,18329.9861628646
06/12/2005,18436.6909100343
07/12/2005,18832.5555390217
08/12/2005,17227.9126888039
09/12/2005,18457.6110777896
10/12/2005,16814.2368389255
11/12/2005,15692.9189098736
12/12/2005,18506.6498019243
13/12/2005,19075.2109134655
14/12/2005,19224.4656619950
15/12/2005,18628.7770712442
16/12/2005,18659.0150919220
17/12/2005,17178.5863116902
18/12/2005,15718.8896147635
19/12/2005,18065.9529151045
20/12/2005,17786.3075577168
21/12/2005,17674.4922977701
22/12/2005,17846.5872049356
23/12/2005,17626.1244921110
24/12/2005,16240.3331440087
25/12/2005,14604.3405656528
26/12/2005,17237.2804744193
27/12/2005,17821.1256289723
28/12/2005,16837.3143959639
29/12/2005,16486.6595935254
30/12/2005,16374.3790076882
31/12/2005,15652.9245420417
01/01/2006,14112.7049995980
02/01/2006,16276.2296377843
03/01/2006,17397.0524821208
04/01/2006,17790.0162067965
05/01/2006,17664.2439087364
06/01/2006,17947.1200147147
07/01/2006,16413.8569501864
08/01/2006,14812.2071195270
09/01/2006,16681.5416344263
10/01/2006,17319.4753927727
11/01/2006,17891.3184782311
12/01/2006,17635.9054341765
13/01/2006,18123.9933454258
14/01/2006,16820.2858577389
15/01/2006,15393.0050508994
16/01/2006,17976.2634969247
17/01/2006,18051.1239800667
18/01/2006,18051.8022827057
19/01/2006,17764.7575155502
20/01/2006,17213.2118344013
21/01/2006,16407.6010944016
22/01/2006,15181.6229673356
23/01/2006,18023.2203130372
24/01/2006,18576.6958240251
25/01/2006,18701.1024872468
26/01/2006,19077.5226479276
27/01/2006,19244.3610001534
28/01/2006,17601.2818970136
29/01/2006,15711.8419290826
30/01/2006,18351.3050960341
31/01/2006,18765.5045209592
01/02/2006,18725.5971065715
02/02/2006,18662.5729732497
03/02/2006,18553.2096324342
04/02/2006,17026.2334676179
05/02/2006,15258.3857603655
06/02/2006,17617.9977215342
07/02/2006,17733.8009611834
08/02/2006,18261.8379082410
09/02/2006,18823.3266642288
10/02/2006,18849.0647361223
11/02/2006,16971.5944568353
12/02/2006,14853.5260847183
13/02/2006,17431.3595007751
14/02/2006,17174.0467863322
15/02/2006,17597.2152444063
16/02/2006,18206.3285828743
17/02/2006,17407.4905362736
18/02/2006,17089.0683141743
19/02/2006,15142.9951518314
20/02/2006,17875.2444898036
21/02/2006,18341.6442997116
22/02/2006,18564.9237006058
23/02/2006,18558.5876560176
24/02/2006,18494.2197104242
25/02/2006,16885.9419463430
26/02/2006,14779.4794270189
27/02/2006,15711.7664047868
28/02/2006,14631.2102255190
01/03/2006,16171.9827462472
02/03/2006,17147.6181640162
03/03/2006,17486.6719423007
04/03/2006,16192.2502703249
05/03/2006,14772.7878504740
06/03/2006,17882.9821070765
07/03/2006,18563.5961472277
08/03/2006,18485.3618485949
09/03/2006,18483.8523809048
10/03/2006,18474.4738432309
11/03/2006,16686.8994700956
12/03/2006,15344.0844815561
13/03/2006,18156.8443818264
14/03/2006,17986.4956177955
15/03/2006,18429.4252125891
16/03/2006,18367.7526464820
17/03/2006,18341.5760895913
18/03/2006,16725.8216822108
19/03/2006,15035.0453595832
20/03/2006,18153.3695689012
21/03/2006,18486.7650331284
22/03/2006,18234.2550366927
23/03/2006,18207.9556967917
24/03/2006,17948.0274633643
25/03/2006,16578.9179044647
26/03/2006,14921.9789989722
27/03/2006,17784.0148894543
28/03/2006,18271.0577826709
29/03/2006,17823.9355444314
30/03/2006,17488.5284946779
31/03/2006,17543.7818943225
01/04/2006,15991.9431533008
02/04/2006,14780.3876515588
03/04/2006,17976.9031000532
04/04/2006,18016.8967952727
05/04/2006,18000.4423155519
06/04/2006,18247.2957328695
07/04/2006,17938.0680194648
08/04/2006,16242.8251994455
09/04/2006,14651.3538091425
10/04/2006,17878.2226309266
11/04/2006,17921.7087988969
12/04/2006,18065.1031526328
13/04/2006,17551.9462898783
14/04/2006,14999.3156894408
15/04/2006,15872.2178326448
16/04/2006,14750.6073058484
17/04/2006,17379.4266569488
18/04/2006,17915.0348784434
19/04/2006,18261.4237424778
20/04/2006,17933.0972442639
21/04/2006,15677.2297800699
22/04/2006,16394.8015430696
23/04/2006,15200.4317834608
24/04/2006,18030.0361908694
25/04/2006,17698.6151492050
26/04/2006,17840.7373287326
27/04/2006,18115.5777740024
28/04/2006,18149.2729819271
29/04/2006,16664.1651902751
30/04/2006,14669.1362793257
01/05/2006,14965.9593531208
02/05/2006,18175.7611142551
03/05/2006,18587.1778668970
04/05/2006,18407.4216790041
05/05/2006,18070.4509826268
06/05/2006,16565.7673219535
07/05/2006,14720.1360003225
08/05/2006,17697.9661755596
09/05/2006,17983.8848133466
10/05/2006,17965.3545933304
11/05/2006,17866.9177824779
12/05/2006,17706.7006469301
13/05/2006,16635.0312232923
14/05/2006,15319.8389841589
15/05/2006,18443.6356960634
16/05/2006,18660.3426109516
17/05/2006,18397.6846316722
18/05/2006,18404.6906230869
19/05/2006,18139.6620555597
20/05/2006,16120.4136196057
21/05/2006,14973.4557355010
22/05/2006,18061.3764270253
23/05/2006,18468.8378919625
24/05/2006,18264.5482473508
25/05/2006,18281.1372050454
26/05/2006,18193.9676139492
27/05/2006,16613.6707204353
28/05/2006,15235.1702823596
29/05/2006,18010.1591981972
30/05/2006,18433.3442488666
31/05/2006,18622.5183550920
01/06/2006,19068.7259809980
02/06/2006,19056.1148720389
03/06/2006,17333.1198651445
04/06/2006,15958.6957472764
05/06/2006,18519.0047241745
06/06/2006,18752.4041281818
07/06/2006,18612.5698275766
08/06/2006,19002.8122903565
09/06/2006,18959.4592088989
10/06/2006,17256.0475117189
11/06/2006,15421.2936342739
12/06/2006,18486.7709095419
13/06/2006,17831.6081043600
14/06/2006,18770.4498266044
15/06/2006,16282.8530937591
16/06/2006,18537.4399424501
17/06/2006,17134.1258090752
18/06/2006,15616.4358070474
19/06/2006,18522.0165596558
20/06/2006,19063.2447195089
21/06/2006,19199.3534218310
22/06/2006,18240.1983212483
23/06/2006,19429.9076849599
24/06/2006,17626.4644284089
25/06/2006,16126.9947313333
26/06/2006,19057.1383165883
27/06/2006,18189.3972059358
28/06/2006,19313.3821159259
29/06/2006,19223.7460733918
30/06/2006,19265.5125377350
01/07/2006,17163.1085763000
02/07/2006,15766.0869716914
03/07/2006,18363.6047082354
04/07/2006,18783.5486868719
05/07/2006,19012.7768093475
06/07/2006,19026.6363441328
07/07/2006,19106.6179138814
08/07/2006,17342.1902327482
09/07/2006,15832.0955453779
10/07/2006,18299.6829739036
11/07/2006,18766.5903892375
12/07/2006,19022.5530585045
13/07/2006,19008.5173826775
14/07/2006,18871.5641703536
15/07/2006,16875.7795412396
16/07/2006,15225.7813450308
17/07/2006,18558.9574802723
18/07/2006,18936.4000465725
19/07/2006,18907.5943815923
20/07/2006,18825.2579824021
21/07/2006,18503.8487022976
22/07/2006,16722.0221417628
23/07/2006,15292.0265827052
24/07/2006,18438.1791735161
25/07/2006,19089.0635992395
26/07/2006,19193.4523255805
27/07/2006,19233.4636967322
28/07/2006,18804.9193073074
29/07/2006,17043.1540550551
30/07/2006,15574.7813879992
31/07/2006,18533.4245374314
01/08/2006,19010.7967672675
02/08/2006,18788.0834665578
03/08/2006,19009.7359114090
04/08/2006,19190.8643742757
05/08/2006,17651.4906924335
06/08/2006,16237.0848860025
07/08/2006,19426.4305111651
08/08/2006,19837.6481543861
09/08/2006,19708.1687794498
10/08/2006,19853.7639524350
11/08/2006,19886.9874569627
12/08/2006,18228.3145770216
13/08/2006,16352.1326069527
14/08/2006,19766.5282946266
15/08/2006,18129.6521091714
16/08/2006,20139.4721192834
17/08/2006,20104.2082267222
18/08/2006,19959.9483302369
19/08/2006,17976.0968118281
20/08/2006,16506.0682665943
21/08/2006,19910.2573165942
22/08/2006,20168.0722347158
23/08/2006,20106.5217369286
24/08/2006,20060.2645497605
25/08/2006,19966.2402123423
26/08/2006,18317.0534771959
27/08/2006,16642.7423861684
28/08/2006,19866.8227797702
29/08/2006,20250.8133859266
30/08/2006,20151.0455545931
31/08/2006,20019.0556712222
01/09/2006,19934.8813118275
02/09/2006,18481.4460455246
03/09/2006,17027.7733010963
04/09/2006,20064.4820552166
05/09/2006,20206.6136490277
06/09/2006,20345.2789450438
07/09/2006,17596.2767864537
08/09/2006,19370.4020127754
09/09/2006,18235.1763630132
10/09/2006,16853.5864903694
11/09/2006,20072.8189191118
12/09/2006,20735.0536545772
13/09/2006,20168.2142815976
14/09/2006,20014.1569053747
15/09/2006,20450.6835170909
16/09/2006,18828.2000938688
17/09/2006,16992.8163526205
18/09/2006,20125.3268188032
19/09/2006,20236.6111688903
20/09/2006,20363.3913317429
21/09/2006,20475.1683118199
22/09/2006,20485.6080839077
23/09/2006,18956.2505236728
24/09/2006,17086.0908005533
25/09/2006,20355.8798900756
26/09/2006,20532.3623112923
27/09/2006,20263.8650857227
28/09/2006,20305.8502579355
29/09/2006,20403.0412444374
30/09/2006,18768.7984865564
01/10/2006,17084.5773857655
02/10/2006,20093.3226273908
03/10/2006,20606.6823647255
04/10/2006,21012.7124003692
05/10/2006,21091.0288529731
06/10/2006,20878.4405840857
07/10/2006,19116.9178912397
08/10/2006,17093.9000798525
09/10/2006,20142.0955449061
10/10/2006,20729.6274210973
11/10/2006,20650.0067843203
12/10/2006,18216.3813585557
13/10/2006,20333.2395328374
14/10/2006,19057.9948428102
15/10/2006,17033.1806910394
16/10/2006,20249.0495084181
17/10/2006,20917.8717198149
18/10/2006,20564.1540927364
19/10/2006,20511.1483526545
20/10/2006,20618.7928136357
21/10/2006,19266.0143714072
22/10/2006,17520.0046521948
23/10/2006,19982.5712247985
24/10/2006,21004.1527457616
25/10/2006,20999.7500325306
26/10/2006,20699.7077305974
27/10/2006,20930.9645120111
28/10/2006,19367.5191008184
29/10/2006,17534.8897640927
30/10/2006,20471.0628521022
31/10/2006,20714.3921644573
01/11/2006,20624.5940437914
02/11/2006,17651.3209783305
03/11/2006,20308.9803963927
04/11/2006,19190.7446676666
05/11/2006,16761.7555688229
06/11/2006,20549.7908235934
07/11/2006,20882.2570258769
08/11/2006,20756.5139403615
09/11/2006,21008.0869474654
10/11/2006,20529.1619184422
11/11/2006,18412.1310230771
12/11/2006,17014.8517194358
13/11/2006,20097.4292773424
14/11/2006,20019.6468649484
15/11/2006,17840.6256879153
16/11/2006,20311.8829974261
17/11/2006,20402.9589784587
18/11/2006,18139.4151961916
19/11/2006,16366.8978098993
20/11/2006,19540.4942077018
21/11/2006,19956.1597179379
22/11/2006,19858.3287556399
23/11/2006,19743.6992044492
24/11/2006,20362.1582288482
25/11/2006,18842.9458774856
26/11/2006,17070.0953978897
27/11/2006,20539.4499685240
28/11/2006,21118.8719600953
29/11/2006,21123.4493211107
30/11/2006,20724.4334948796
01/12/2006,20497.2246387333
02/12/2006,18835.5691514991
03/12/2006,17409.7833545328
04/12/2006,20270.9139637563
05/12/2006,20640.0555601813
06/12/2006,20951.5425069895
07/12/2006,21060.8470317363
08/12/2006,19734.6717561116
09/12/2006,19249.0183702440
10/12/2006,17193.3987278020
11/12/2006,19920.4977327801
12/12/2006,20113.8462699345
13/12/2006,20251.5342854686
14/12/2006,20258.5000010698
15/12/2006,20307.0467198992
16/12/2006,18569.2140206778
17/12/2006,16867.0619470464
18/12/2006,19607.6276183076
19/12/2006,19906.5697903951
20/12/2006,20292.9263694037
21/12/2006,20757.0944630114
22/12/2006,20386.4580088102
23/12/2006,18546.8383331296
24/12/2006,17422.6549625144
25/12/2006,16209.3889753847
26/12/2006,18927.0041582498
27/12/2006,19475.5346020454
28/12/2006,19508.6568034088
29/12/2006,19141.9270187470
30/12/2006,17960.2369936054
31/12/2006,16885.7568645242
01/01/2007,15848.1741410956
02/01/2007,18676.7198746474
03/01/2007,19437.1606257437
04/01/2007,19743.8844453814
05/01/2007,19847.4160269553
06/01/2007,18427.9120246164
07/01/2007,16986.0503742792
08/01/2007,19897.1412499202
09/01/2007,20232.7522607528
10/01/2007,20052.7544930001
11/01/2007,19992.7193045270
12/01/2007,20131.2395089619
13/01/2007,18688.0200512930
14/01/2007,17124.3148837526
15/01/2007,20153.9801875945
16/01/2007,20930.7916217687
17/01/2007,20726.1006734051
18/01/2007,20859.9600006715
19/01/2007,20861.4580789483
20/01/2007,18951.1015498500
21/01/2007,17478.2051612972
22/01/2007,20402.7473910596
23/01/2007,20671.7230789007
24/01/2007,20552.7450927021
25/01/2007,20934.5424886585
26/01/2007,20811.0885897767
27/01/2007,19071.5791624936
28/01/2007,17082.8954856123
29/01/2007,19877.2213466904
30/01/2007,20455.4938796647
31/01/2007,20457.4579459797
01/02/2007,20280.6478930077
02/02/2007,19404.4605335069
03/02/2007,17856.2680796504
04/02/2007,16521.2561701198
05/02/2007,19238.3187611565
06/02/2007,19479.1400888424
